experiment	biological	genotype	genotype_barplot	treatment	genotype_treatment	genotype_treatment_biological	flowpot_number	plant_no	FW_g
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp1	pl2	0.0319
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp1	pl3	0.0382
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp1	pl4	0.0309
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp2	pl1	0.0234
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp2	pl2	0.0069
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp2	pl3	0.0824
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp2	pl4	0.0122
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp3	pl1	0.0201
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp3	pl2	0.0459
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp3	pl3	0.0117
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp3	pl4	0.008
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp4	pl1	0.0283
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp4	pl2	0.0474
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp4	pl3	0.0291
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp4	pl4	0.0333
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp5	pl1	0.0278
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp5	pl2	0.0134
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp5	pl3	0.0203
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp5	pl4	0.0163
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp6	pl1	0.043
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp6	pl2	0.0311
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp6	pl3	0.0186
FP_gluco	bio1	cyp71a12_a13	ecyp71a12_a13	BFO	cyp71a12_a13_BFO	cyp71a12_a13_BFO_bio1	fp6	pl4	0.0247
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp1	pl1	0.0415
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp1	pl2	0.0215
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp1	pl3	0.0223
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp1	pl4	0.0282
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp2	pl1	0.0293
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp2	pl2	0.0262
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp2	pl3	0.0254
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp2	pl4	0.0238
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp3	pl1	0.028
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp3	pl2	0.0403
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp3	pl3	0.0092
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp3	pl4	0.0182
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp4	pl1	0.0242
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp4	pl2	0.0253
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp4	pl3	0.0173
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp4	pl4	0.018
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp5	pl1	0.0271
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp5	pl2	0.0328
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp5	pl3	0.0345
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp5	pl4	0.0284
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp6	pl1	0.0191
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp6	pl2	0.0195
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp6	pl3	0.0214
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	sterile	cyp79b2_b3_sterile	cyp79b2_b3_sterile_bio1	fp6	pl4	0.0161
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp1	pl1	0.0216
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp1	pl2	0.0163
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp1	pl3	0.0117
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp1	pl4	0.0076
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp2	pl1	0.0307
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp2	pl2	0.0123
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp2	pl3	0.0142
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp2	pl4	0.0031
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp3	pl1	0.0342
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp3	pl2	0.0246
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp3	pl3	0.0654
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp3	pl4	
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp4	pl1	0.0291
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp4	pl2	0.018
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp4	pl3	0.0263
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp4	pl4	0.0139
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp5	pl1	0.0117
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp5	pl2	0.0299
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp5	pl3	0.0444
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp5	pl4	0.025
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp6	pl1	0.0217
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp6	pl2	0.0715
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp6	pl3	0.0183
FP_gluco	bio1	cyp79b2_b3	bcyp79b2_b3	BFO	cyp79b2_b3_BFO	cyp79b2_b3_BFO_bio1	fp6	pl4	0.019
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp1	pl1	0.0258
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp1	pl2	0.027
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp1	pl3	0.015
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp1	pl4	0.0312
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp2	pl1	0.0225
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp2	pl2	0.0345
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp2	pl3	0.0311
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp2	pl4	0.0154
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp3	pl1	0.0276
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp3	pl2	0.0207
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp3	pl3	0.0278
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp3	pl4	0.0216
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp4	pl1	0.0286
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp4	pl2	0.0266
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp4	pl3	0.0235
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp4	pl4	0.0176
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp5	pl1	0.0238
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp5	pl2	0.0198
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp5	pl3	0.0184
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp5	pl4	0.0149
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp6	pl1	0.0218
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp6	pl2	0.0309
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp6	pl3	0.0161
FP_gluco	bio1	myb_triple	imyb_triple	sterile	myb_triple_sterile	myb_triple_sterile_bio1	fp6	pl4	0.0211
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp1	pl1	0.033
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp1	pl2	0.0456
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp1	pl3	0.0101
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp1	pl4	0.0295
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp2	pl1	0.0361
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp2	pl2	0.0756
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp2	pl3	0.0365
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp2	pl4	0.0286
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp3	pl1	0.0064
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp3	pl2	0.021
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp3	pl3	0.0193
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp3	pl4	0.0483
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp4	pl1	0.0147
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp4	pl2	0.0272
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp4	pl3	0.0158
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp4	pl4	0.0507
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp5	pl1	0.0056
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp5	pl2	0.0154
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp5	pl3	0.019
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp5	pl4	
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp6	pl1	0.0502
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp6	pl2	0.0231
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp6	pl3	0.0211
FP_gluco	bio1	myb_triple	imyb_triple	BFO	myb_triple_BFO	myb_triple_BFO_bio1	fp6	pl4	0.0372
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp1	pl1	0.0011
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp1	pl2	0.0159
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp1	pl3	
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp1	pl4	
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp2	pl1	0.0521
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp2	pl2	0.0091
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp2	pl3	0.0056
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp2	pl4	0.0001
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp3	pl1	0.0169
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp3	pl2	0.0249
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp3	pl3	0.0609
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp3	pl4	0.0601
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp4	pl1	0.0104
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp4	pl2	0.0159
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp4	pl3	0.0424
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp4	pl4	0.0416
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp5	pl1	0.0034
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp5	pl2	0.0025
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp5	pl3	0.0079
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp5	pl4	
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp6	pl1	0.0476
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp6	pl2	0.0425
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp6	pl3	0.0072
FP_gluco	bio2	WT	aWT	sterile	WT_sterile	WT_sterile_bio2	fp6	pl4	0.001
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp1	pl1	0.0258
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp1	pl2	0.0464
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp1	pl3	
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp1	pl4	
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp2	pl1	0.0202
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp2	pl2	0.0143
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp2	pl3	0.0169
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp2	pl4	
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp3	pl1	0.0156
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp3	pl2	0.064
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp3	pl3	0.0278
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp3	pl4	0.0359
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp4	pl1	0.0535
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp4	pl2	0.131
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp4	pl3	0.0266
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp4	pl4	0.0472
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp5	pl1	0.0299
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp5	pl2	0.0291
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp5	pl3	0.029
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp5	pl4	
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp6	pl1	0.0174
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp6	pl2	0.0143
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp6	pl3	0.0324
FP_gluco	bio2	WT	aWT	BFO	WT_BFO	WT_BFO_bio2	fp6	pl4	0.0047
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp1	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp1	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp1	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp1	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp2	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp2	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp2	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp2	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp3	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp3	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp3	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp3	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp4	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp4	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp4	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp4	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp5	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp5	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp5	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp5	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp6	pl1	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp6	pl2	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp6	pl3	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	sterile	pen2_cyp71a12_a13_sterile	pen2_cyp71a12_a13_sterile_bio2	fp6	pl4	
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp1	pl1	0.005
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp1	pl2	0.0121
FP_gluco	bio2	pen2_cyp71a12_a13	dpen2_cyp71a12_a13	BFO	pen2_cyp71a12_a13_BFO	pen2_cyp71a12_a13_BFO_bio2	fp1	pl3	0.0143
